title,text,class
跑者想保持身体健康 需重视这7种矿物质,"网易体育5月21日报道：

人体对矿物质的需求量比较小，但是它们的作用却很大。跑者要想既保持身体健康，又能取得好成绩，就必须重视以下7种主要矿物质的摄入。





铁

经常运动的人比不运动的人消耗铁的速度更快。如果每周跑步6个小时以上，缺铁的风险就比较高。成年人对铁的需求量取决于年龄和性别，但一般情况下从食物中是可以补足铁的，但素食者可能困难一些，因为植物性食物中的铁不如动物性食物中的铁容易吸收。所以，如果跑者完全吃素的话，更需要注意对铁的补给。

镁

人体内超过300种生化反应都有镁的参与，其中包括肌肉的放松以及防止肌肉痉挛。水果、蔬菜、坚果中一般都含有较多的镁，所以补给镁比较容易。成年人坚持运动的话，对镁的需求量略微增加，每天能达到800毫克的摄入量即可。

钾

人体对钾的摄入量需要保持在合理范围内，不管过少还是过量都对身体有害。通过尿液和汗水，人体会流失较多的钾。所以，运动越多，缺钾的可能性也就越大。专家建议，跑者应该按照200毫克/公斤体重的标准进行补钾。

钙

钙对骨骼健康非常重要。如果长期缺钙，患骨质疏松症、应力性骨折等伤病的风险就比较高。不过，目前并没有证据显示跑者需要比其他人摄入更多的钙。成年人一般每天需要摄入1000毫克的钙。奶制品中的含钙量比较丰富。

钠

钠在血液中含量较低的话，容易出现低钠血症。但是，补钠是很容易的事情。食盐中含有丰富的钠，很多咸食也都能为跑者补给钠。

硒

含硒丰富的食物不多，所以导致人们容易缺硒。人体对抗跑步产生的氧化压力，需要一种叫谷胱甘肽的化合物，而硒正是合成这种化合物的关键物质。成年人每天需要摄入100-200微克的硒。

锌

随着运动量的增加，锌的流失速度也会加快。所以，很多耐力运动员在完成高强度的比赛之后比较容易生病，缺锌就是其中的致病原因之一。跑者最好每天能摄入30-60毫克的锌。",体育
一蕉一百万！奇葩 深圳楼市惊现“水果挂牌价”？,"一个榴莲=1000万元，一个香蕉=100万元。

这不是史上最贵的水果，而是一家深圳中介门店打的“暗语”，代表某小区的住房价格。

为躲避二手房成交参考价监管要求，近期一家深圳中介门店又想出了花式“套路”：将房子的挂牌价用榴莲和香蕉代替，一个榴莲代表1000万，一个香蕉代表100万。

“水果图案挂牌价”引发了监管部门的高度重视。5月25日，据新华社报道，深圳市南山区住房和建设局针对该中介门店做出了处罚——停业整顿一周。

奇葩的“水果图案挂牌价”

奇葩的“水果图案挂牌价”，实际上是为了躲避二手房成交参考价监管要求。

今年2月，深圳市住房和建设局发布了深圳3595个住宅小区二手住房成交参考价格，要求中介在房子的挂牌价格上不能超出成交参考价格。但当时发布的参考价与此前的房子实际成交价或者说挂牌价相差甚远，一般参考价只有成交价或挂牌价的7成，部分豪宅的差距更大。

这次用榴莲和香蕉“打暗语”的房子，就是深圳的一处豪宅——红树西岸。117平米的房子挂牌价用2个榴莲3个香蕉代替，173平的房子挂牌价用3个榴莲8个香蕉代替，其中1个榴莲代表1000万，1个香蕉代表100万。

图片来源：微博

那么，这些房子的参考价是多少呢？下图是某中介APP上公布的参考价：

图片来源：某中介APP

从上图可以看到，红树西岸117平米的房子参考价为1293万元，但上述中介用“2个榴莲、3个香蕉”代替，因此实际挂牌价为2300万元；173平米的房子参考价为1910万元，但中介用“3个榴莲8个香蕉”代替，因此实际挂牌价为3800万元。

红树西岸房子的参考价与实际挂牌价相差将近一倍，部分中介“铤而走险”，采用榴莲、香蕉暗号作为房子的挂牌价。

对此，网友们也是议论纷纷，笑称：“榴莲是比香蕉的价格高出很多”“又多出一种暗号计量单位”。

图片来源：微博

深圳市住房和建设局在发现部分中介采用这种奇葩方式来打暗号之后，立刻采取了行动。

据新华社报道，深圳市南山区住房和建设局相关负责人表示，经核查，涉事门店为美凯龙爱家第十九分公司（红树湾店）。深圳市房地产中介协会根据行业自律规定，已将上述机构和有关人员作不良行为记录处理，处理结果通过公开网站进行公布。从5月25日开始，美凯龙爱家第十九分公司（红树湾店）停业整顿一周。南山区住房和建设局已将处理情况通报辖区各中介，要求引以为戒，要求各房地产经纪机构和经纪人员严格执行二手住房成交参考价格，引导理性交易，不得违规推广。

目前，根据《深圳市房地产中介行业从业规范》的《深圳市房地产行业良好行为、不良行为清单》“为承揽业务，进行虚假宣传或虚假承诺欺骗客户的”，深圳市房地产中介协会目前已对涉事房地产经纪分支机构及两名涉事房地产中介人员进行自律惩戒，列入C类不良行为。

深圳二手房交易惨淡

在深圳二手房参考价制度出台之后，采用奇葩手法避开相关监管要求的，并不只是“榴莲和香蕉”。

如某楼盘的二手房业主在卖房时提出：诚心出售，只卖890万，但衣柜价值200万，一幅名画价值350万，衣柜和画必须连同房子打包卖。

更让人哭笑不得的是，业主前天打牌输掉了80万，如果客户诚心买房，希望和买家打一场麻将。

图片来源：网络

针对这些奇葩手段，早在今年2月25日，深圳市房地产中介协会就转发了一份通知，要求通过开展专项检查行动，严厉查处房地产经纪机构二手住房挂牌价格超出成交参考价格的行为，引导理性交易，稳定市场预期，促进深圳房地产市场平稳健康发展。

图片来源：深圳市房地产中介协会

在严厉的调控政策下，连续上涨的深圳房价也踩下“急刹车”，二手房交易惨淡。贝壳研究院数据显示，今年“五一”期间北京、深圳、上海二手房日均成交量均同比下降，但深圳降幅超8成，去年4、5月深圳市场率先修复，二手房成交量高企，今年3月起，深圳市场成交持续处于低位，导致“五一假期”成交量同比降幅显著。

美联物业全国研究中心预计，深圳住宅市场的交易短期难以回暖，成交量低位运行是2021年全年的基调。",财经
梦回公牛！老玫瑰极限拉杆 最后10秒扳平球真的硬,"网易体育5月24日报道：

在今天结束的一场NBA季后赛中，尼克斯在主场以105-107惜败老鹰，首轮大比分0-1落后。罗斯成为尼克斯队的亮点之一，他在本场比赛里出战38分钟，16投8中砍下了17分5板5助攻的数据。





本场比赛罗斯仍然是替补出场，出场之后的罗斯前两次出手全部打铁，但很快他就调整状态，连续用上篮取分。在面对老鹰队的外线防守人时，罗斯的突破成功率可谓是非常的高，除了上篮之外，其实罗斯还有数次成功突破后送出了精妙分球，只是他的队友并未能把握住机会。直到第二节，罗斯才算是获得了他本场比赛的第一次助攻，在接到他的妙传后，伯克斯三分命中。

兰德尔和巴雷特本场比赛的效率都不高，所以，罗斯也只能是自己站出来充当得分箭头，他不只一次的秀出了拉杆上篮的精彩演出。在全场比赛的第三节，尼克斯仍然3分落后，而在面对老鹰队的篮下密集防守时，尼克斯队经历了长达两分钟的进球荒，最后仍然是罗斯命中底角三分，为队友减压。

越是到了季后赛，越是到了关键的比赛，老将的经验就越显得重要，经验这种东西虽然讲起来很虚，但在这样的比赛里就是管用。

而在全场比赛的最后28秒，尼克斯队103-105落后于老鹰，尼克斯队阵地进攻导来导去都无法找到机会，兰德尔强行出手三分打铁，但好在吉布森抢到了进攻篮板，罗斯二次进攻又是一记抛投扳平了比分，大心脏本色尽显。

只可惜，特雷-杨还是用一记上篮完成了准绝杀，尼克斯队惜败。虽然未能拿下胜利，但罗斯本场的表现应该会让喜爱他的球迷足够欣慰。",体育
早评：A股上行空间有望打开,"5月25日，A股创3月以来反弹新高，北向资金买入217亿元，创历史记录。春节之后的抱团股杀跌已基本完成技术修复，并有望向上惯性上攻。

核心观点

周二A股高开高走，三大股指涨幅均超过2%，市场成交量超过1万亿。行业方面，券商信托、保险、航天航空、多元金融、银行领涨，工艺商品、医疗行业、化纤行业、煤炭、医药制造、食品饮料、民航机场等涨幅居前，电力、珠宝首饰、园林工程、公用事业等小幅回调。题材股方面，券商概念、医疗美容、二胎概念、生物疫苗、乳业等涨幅居前，地热能、中超概念、转基因、碳交易、换电概念、数字货币等小幅回调。

券商板块领涨：湘财股份、中信建投、哈投股份、兴业证券、中金公司冲击涨停，华创阳安、浙商证券、国联证券、国盛金控、招商证券、光大证券涨幅居前。

保险紧随其后，中国太保涨6%，中国人寿、新华保险涨4%，银行股同步走高：厦门银行涨停，兴业银行、招商银行、宁波银行、重庆银行、青岛银行、平安银行涨逾4%。

巨丰投顾认为4月PMI指数回落，显示经济复苏增速放缓；一季度宏观杠杆率下降以及4月社融数据低于预期意味着流动性收紧；加之公募基金发行放缓，市场重新寻求确定性，核心资产股经过调整后重新成为市场的宠儿。周二A股放量上涨，券商、保险、银行、航天航空、医药、煤炭等轮番上涨，此外贵州茅台大涨6%对沪指贡献巨大，大盘创3月以来反弹新高，北向资金买入217亿元，创历史记录。总体看，春节之后的抱团股杀跌已基本完成技术修复，并有望向上惯性上攻，中期逢低关注低估大蓝筹。

消息面

A股成交破万亿 北向资金买入创纪录

《每日经济新闻》记者注意到，北向资金当日净买入217亿元，创出历史纪录。北向资金单日净买入超过200亿元的日子本就不多，从经验来看，有量才有大行情。有私募表示，大盘有望结束持续了两三个月的横盘震荡格局，向上挑战4000点。

半年报业绩行情前瞻：近六成公司预喜百余家净利翻番

随着上市公司半年业绩预告披露进入密集期，452家上市公司的盈亏情况浮出水面。截至5月25日，在452家公布了上半年业绩预告的上市公司中，业绩预喜的公司有258家，预喜比例达57%。

四度“冲关”终突破 离岸人民币汇率重回“6.3时代”

5月25日，离岸人民币对美元汇率一举突破6.4元，创下2018年6月以来新高，市场对汇率话题的关注讨论再添一把火。业内人士分析，除美元贬值因素外，近期人民币汇率升值得到了经济稳定恢复、贸易盈余高企和跨境资本流入的支持，是内外因素共同作用的结果，也是人民币汇率弹性增强的体现。",财经
克拉克森当选最佳第六人 赛季场均18.4分生涯新高,"网易体育5月25日报道：

乔丹-克拉克森当选2020-21赛季的最佳第六人。

克拉克森本赛季场均18.4分为生涯新高，此外还有场均4篮板2.5助攻入账，他在短短26.7分钟内就能拿到如此数据，十分高效。

在克拉克森打出生涯巅峰赛季的同时，爵士52胜20负的战绩也排名联盟第一。

此前，NBA官方公布了本赛季最佳第六人的最终3人候选名单：克拉克森、英格尔斯、罗斯。

据报道，克拉克森在最终投票中获得了65张第一选票，英格尔斯获得34张第一选票，罗斯排名第3。

相关阅读：英格尔斯:克拉克森偷走了我的奖 不会再给他传球",体育
《青3》选手彦希偷东西视频曝光 本尊回应：喝多了,"







网易娱乐5月25日报道 近日，有自称是某店铺老板的网友在朋友圈爆料青3选手在店里偷东西，并放出了一段监控拍到的视频。有网友根据监控画面猜测好像是彦希。

在店家公开的视频中，该男子身穿白色T恤下搭黑色长裤配小白鞋，留着偏分，长相帅气，只见他先是拿了一个戒指在手上戴了一下看到保安过来后又放回了原处，而后又拿了另一个物品观看，等待保安离去后，他悄悄将戒指放到手中然后离去，从曝光的视频看，他离开时手上确实是“顺走”了一枚戒指。

店主曝光了该视频后，还在评论区直言“惯犯了吧，安保在旁边还面不改色心不跳，还直言发视频的时候没想到是这位艺人，也是后来朋友提醒发现的，目前彦希的团队已经加他沟通了，而店主就是觉得钱是小事情，没付钱就没付钱，要锤得锤哈。”

25日凌晨，彦希开直播回应此事，他道歉然后称当晚自己有喝酒的行为，但并没有偷窃的行为。总之就是当晚他在酒吧玩，中途去洗手间，路过了这家买手店，他看中一枚戒指，店里没人，就拿着带回酒吧，他觉得能在酒吧付钱。当晚酒吧消费3000元，戒指很便宜，他没注意戒指没有付钱。目前店主拒绝沟通，想要把事情闹大，还准备报警处理，而他只能开个直播给大家解释一下。还直言如果真的没付款，会给予赔偿，付完钱道歉。",娱乐
洛媒痛批浓眉:软得该被科比骂 拿1.9亿刀合适吗?,"网易体育5月25日报道：

在湖人输给太阳的季后赛首战中，戴维斯状态糟糕，16投5中仅得到13分，篮板数还没有艾顿一人的前场篮板多。赛后，他也第一时间揽责，称输球是他的错，他接下来一定要打出更好的状态。

不过，戴维斯还是遭到了《洛杉矶时报》的严厉批评，这家大报本就有批评湖人球员毫不手软的历史，即便是曾经的科比和勒布朗都不能免俗。而其专栏作家普拉施基的形容戴维斯的表现时直接表示：

“戴维斯上一分钟还能投进曼巴球，下一分钟他的软得会被曼巴本人痛骂。”

戴维斯本赛季状态起伏很大，显然普拉施基已经没多少耐心，他宣称詹眉组合根本不是OK组合的翻版，因为“詹姆斯一个人既是O也是K，戴维斯只不过是一路以来表现的很开心的一个不情不愿的球星罢了。”

普拉施基还提醒道，湖人给了他1.9亿美元的大合同，在场上这样迷失真的合适吗？

普拉施基也表示，他上一次这样批评质疑戴维斯也就是在半个月前，当他的文章发表后，戴维斯此后两场比赛拿了78分24篮板。或许接下来戴维斯也能重新打出统治力，但这样的循环恐怕还会继续下去。",体育
5座冠军!1座金靴!英超184球 ＂历史第1人＂阿KUN谢幕,"网易体育5月24日报道：

北京时间5月24日凌晨，2020/21赛季英超完美收官。最后一轮比赛，曼城主场5-0狂屠埃弗顿。此役，蓝月神锋阿圭罗替补登场，完成了曼城生涯主场告别战。替补登场头顶脚踢实现梅开二度，为蓝月军团这场酣畅淋漓的大胜增添色彩，阿根廷人完美谢幕。

推荐阅读

情到深处!瓜帅泪别阿圭罗 数次哽咽失声:他帮我很多

阿圭罗赛后发推：永远感激你，曼城

9320！阿圭罗最著名进球，读秒绝杀逆转曼联夺冠





阿圭罗与曼城的合同于今年6月份到期，阿根廷人很早之前便宣布了自己离队的决定。于是，当时蓝月军团在英超收官战对阵埃弗顿，阿圭罗也终于迎来了曼城生涯主场谢幕演出。比赛开始前，现场进行列队欢迎联赛冠军入场仪式，阿圭罗压哨出场接受全场鼓掌致意，尽管未能首发上阵，却也尽情享受了现场球迷观众的热情。

由于早早提前锁定联赛冠军，曼城此役可以说无欲无求，但即便如此，蓝月军团还是对对手表现出足够的尊重，其中德布劳内、热苏斯以及福登先后破门得分，很快便杀死了比赛悬念。三球领先之后，曼城迎来了表演时间，球队主帅瓜迪奥拉在第64分钟安排阿圭罗替补登场，把“舞台”完完全全交给了阿根廷球星，而后者最终也不负众望。

第71分钟，费尔南迪尼奥前场断球后送出妙传，阿圭罗禁区内闪转腾挪后右脚抽射破门；第76分钟，费尔南迪尼奥右路弧线球挑传禁区，阿圭罗头球攻门得手实现梅开二度。短短6分钟内，阿圭罗斩获了两粒进球。据统计，随着在本场比赛中两球进账，阿根廷人职业生涯英超进球数也上升至184球，他也因此成为为单一英超俱乐部进球最多的球员。









将时间回拨至2011年8月15日，曼城对阵斯旺西的比赛，阿圭罗完成了蓝月生涯的首秀，当时阿根廷同样是替补登场，同样是梅开二度。如今，匆匆十年已过，阿圭罗终于迎来了蓝月生涯主场告别演出，一如当年，替补登场且梅开二。一次首秀、一次告别，阿圭罗曼城生涯仅有的两次替补双响，这是何等惊人的巧合！

数据显示，加盟曼城至今，阿圭罗在英超先后代表球队出战275场，除了攻入184粒进球之外，还贡献了47次助攻，期间荣膺1次英超金靴，并随队夺得了5座英超冠军奖杯。不仅如此，他还是英超历史进球数最多的外籍球员，与此同时还以13次“戴帽”成为英超上演帽子戏法次数最多的球员。

比赛结束后，眼看着阿圭罗与队友、裁判等一一拥抱作别，与看台上的球迷观众挥手致意，相信不少蓝月拥趸为此落泪。匆匆十年，对于曼城球迷来说，这犹如一场梦。今天，终于到了说再见的时候，即便有诸多不舍，也只能道一声——阿KUN，珍重！",体育
保罗比赛中拉肩膀是危险动作吗？勒布朗拒绝回答,"网易体育5月24日报道：

北京时间5月24日，湖人在季后赛首轮G1不敌太阳。赛后，湖人巨星勒布朗碍于情面拒绝评价保罗比赛中对自己的危险犯规动作，只是说会准备好G2。









相关阅读：输出乏力!詹姆斯砍18+7+10全场仅13次出手5次失误

勒布朗和保罗是多年好友，彼此之间友谊极其深厚。但是，到了赛场上，这对兄弟之间也是毫不留情的。这场比赛进行到第四节，保罗在拼抢篮板时直接拉拽勒布朗被吹罚犯规。而勒布朗此后也一直捂着肩膀。

赛后，湖人将帅都声讨了保罗。湖人队主教练沃格尔表示，那是一个相当越界的危险动作。记者问及勒布朗感受如何，以及他是否认为这是一个危险动作。勒布朗碍于情面不愿意直接指责兄弟，于是顾左右而言他：“准备好系列赛第二战。”同样，在被问及此前被NBA警告他违反防疫规定有何看法，勒布朗的回答同样是：“我会为第二场比赛做好准备的。”

相关阅读：保罗谈沃格尔“脏动作”言论：没啥要说的 我们只是在打球和竞争

值得一提的是，保罗并非第一次在场上拉勒布朗胳膊了。早在2019年2月份的一场比赛中，保罗也曾经拉住勒布朗的胳膊猛拽，在当时也引发了较大争议。

在被问及夺冠之后的本赛季是否充满挑战时，勒布朗拒绝以此为借口。他表示，每个赛季都是充满挑战的，他们还必须做得更好。此外，勒布朗重申了自己对系列赛G1的态度：“第一场比赛对于我来说，从来都只是试探性比赛。我期待着接下来好好研究这场比赛，准备好第二场比赛。”

谈及发挥欠佳的戴维斯，勒布朗表示：“我喜欢戴维斯给自己施加压力的态度。当他打出侵略性的时候，我们会是更好的团队，但我们其他人也必须做得更好。”",体育
队史首次!143年神迹 曼联客场19场不败赛季英超第1,"网易体育5月24日报道：

2-1，曼联在英超第38轮击败狼队获得了胜利，也结束了本赛季的英超征程。本赛季 的英超，曼联12胜7平保持不败，这也是红魔建队143年以来第一次在英格兰顶级联赛客场不败。马塔本赛季结束后离开曼联概率很大，而在这场可能的告别战中，马塔打入一个点球，这会是西班牙人的完美告别吗？





曼联在前37轮比赛过后已经锁定了联赛第二的位置，而由于本轮对战狼队的比赛后不久就会迎来欧联杯的决赛，因此曼联在英超收官战派出了替补阵容出战。尽管派出替补阵容，但是曼联却依旧在客场2-1战胜了狼队获得了三分。

需要指出的是，这场比赛的胜利也使得曼联创造了一大神迹——英超单赛季客场不败。在本赛季的19场英超客场比赛中，曼联获得了12胜7平的成绩，这也是曼联建队143年历史上第一次在英格兰顶级联赛赛季客场不败。

历史上，只有3支英格兰球队曾经在英格兰顶级联赛赛季客场不败，包括19世纪的普雷斯顿，以及2001/02赛季、2003/04赛季的阿森纳，而三支球队都赢得了当赛季的英格兰顶级联赛冠军。曼联此番虽然实现了英超赛季不败，但是却令人尴尬的成为第一支在英格兰顶级联赛赛季客场不败却无法夺冠的球队。放眼欧洲五大联赛，此前也仅有一支球队“客场不败却无缘冠军”，是1978年意甲的佩鲁贾。

曼联本场比赛赢球，马塔做出了自己的贡献，他打入了范德贝克制造的点球，这个进球是马塔本赛季为曼联在英超打入的第一个球。曼联本赛季还有最后一场比赛，就是欧联杯的决赛，但是从媒体的预测看，马塔很难在决赛中出场。因此这个进球有可能是马塔七年曼联生涯的最后一球。

根据媒体的报道，马塔与曼联的合同在今夏到期，尽管合同中还有一年优先续约权，但考虑到马塔本赛季出场次数太少，马塔大概率选择不续约离开曼联。",体育
末日疯狂！一天暴涨68倍 A股这一市场再现造富神话,"5月25日，刚好是三大ETF期权的5月合约的倒数第二个交易日，然而A股三大指数却突然爆发，一下引爆了沉寂已久的期权市场，期权末日论效应再现！

伴随着上证50、沪深300ETF的上涨，看涨期权全线大涨。尤其是上证50ETF，单日大涨4.18%，50ETF认购期权集体暴涨。其中，50ETF购5月3600合约收盘大涨68倍，盘中更是一度暴涨77倍，成为新晋“网红合约”。

不过，有行业资深人士指出，虽然多个合约涨幅较大，但市场十分理性，衡量市场情绪的隐念波动率只是小幅上行。

另一边，看跌期权全线大跌，最惨烈的是50ETF沽3500合约，单日暴跌99.28%，高达12万张的持仓在今日或将全部归零。

一天暴涨68倍，期权再现末日轮效应

2019年，50ETF购2月2800合约曾创下了192倍的行情纪录，让人记忆深刻。没想到，时隔2年后，期权再现末日轮行情。

5月25日，上证指数大涨2.4%，创逾7个月最大单日涨幅，深成指大涨2.34%，创业板指大涨2.79%。“牛市旗手”券商股引领大金融爆发，食品饮料大涨超4%，申万28个行业全线上涨，无一个行业下跌，两市成交额时隔3个月再破万亿。

Wind数据显示，北向资金全天大幅净买入217.23亿元，超越2019年11月26日创造的214.3亿元，刷新历史新高。

三大指数突然爆发，一下引爆了期权市场，上证50和沪深300看涨期权全线大涨。其中，由于上证50ETF单日大涨4.18%，50ETF认购期权的涨幅最为亮眼，50ETF购5月3600单日大涨68倍，盘中更是一度暴涨77倍，成为新晋“网红合约”。

数据显示，周一该合约的持仓量高达20万张，截至周二收盘，持仓量降至8.8万张，即有超过11万张合约在昨天暴涨行情中兑现了收益。值得注意的是，自下午13点50后，涨幅就稳定在50倍以上，即不少投资者赚超50倍以上，全天成交量更是接近60万张，赚钱的效应远超192倍行情。

除了68倍的“网红合约”以外，还有3个认购合约涨幅超过10倍，分别是50ETF购5月3700合约、深交所300ETF购5月5250合约、上交所300ETF购5月5250合约，涨幅分别为32倍 、21.67倍、17.51倍。

值得注意的是，周三（26日）就是5月期权的到期日，末日轮效应让认购合约集体疯狂。

期权行业资深专家、期权星球创始人谢接亮表示，期权多个合约暴涨：一是因为期权到期日临近，合约价值非常低，对应的名义杠杆非常高；二是隐含波动率整体处于低位，近月平值附近合约隐波为17%至18%，处于较低水平，期权价格便宜，当日标的价格上涨伴随着隐含波动率小幅上行。在到期Gamma变大和隐含波动率上升的双重影响下，多个合约爆发。

看跌期权全线大跌，最惨单日暴跌99.28%

在末日轮效应下，有人欢喜自然有人愁。25日，看跌期权全线大跌，最惨烈的是50ETF沽3500合约，单日暴跌99.28%，高达12万张的持仓在周三或将全部归零。

此外，50ETF沽5月3400合约大跌92.86%，持仓量为11.43万张，这些持仓也或将在周三归零；50ETF沽5月3600合约大的93.65%，持仓量为8.6万张。

深圳厚石天成基金总经理侯延军表示，深度虚值的期权，因为即将到期而离现货价格比较远的情况下，如果行情没有大的波动，深度虚值期权价格就会归零，一文不值；反之，如果正好有大的行情，就会导致虚值期权迅速接近平值，引发价格暴涨，这就是末日轮现象。

“当然这种情况是很少发生的，负责任的基金，券商不应该过度宣传这种行情，因为这种情形是可遇不可求的，而且本质上也是存在巨大归零风险的。如果行情没有持续，或者没有及时止盈，还会存在归零风险，所以非专业投资者不建议参与。”侯延军说。

值得注意的是，同为末日轮行情，此次与192倍行情稍有不同的是，上次192倍行情发生在周一，周三是到期日，多个合约在周二出现暴跌；而这次是发生在周二，周三就是到期日，不知今日市场是否会剧烈波动。

不过，在谢接亮看来，虽然多个看涨合约涨幅较大，但市场十分理性，衡量市场情绪的隐念波动率只是小幅上行，以网红合约50ETF购5月3600合约为例，虽然涨幅高达68倍之多，但隐含波动率仍不到20%，说明市场十分理性。

流动性泛滥推高资产价格能否持续？

暴涨的原因、行情能否持续以及应对策略，备受市场关注。

百亿私募星石投资认为，近期市场回暖的因素主要有四个方面：

一是离岸、在岸人民币兑美元均突破前期高点，进入6.4时代，提升人民币定价资产价值，A股受益；

二是大宗商品降温，虚拟货币受到打压，相对而言A股已经调整比较充分，资金或有大部分分流A股；

三是随着商品的降温，上游的价格上涨得到了缓解，盈利的担忧和通胀的担忧得到缓解；

四是，社融收缩最快的阶段已经过去，经济下行和流动性收缩压力下降。

在星石看来，2021年盈利增长是核心驱动，流动性虽然似乎出现了超预期的宽松，但全年定调的“不急转弯”并非不转弯，对利率更敏感的高估值板块多少仍会承压，而盈利能强、估值合理的板块中长期投资价值可能会更加凸显。

大江洪流（珠海）资产管理公司董事长姜昧军则表示，面对当前全球范围低利率和各资产类别价格大幅波动的市场情况，虽然过程曲折不可预期，但结果是相对明朗的，全球流动性的泛滥结果势必会推高资产价格，资产新均衡价格将高于疫情之前，风险资产高价格隐含着低利率时代低回报的预期。

以房地产为例，目前美国的房地产已经较2020年上涨了16%，经济衰退下的租金基本保持稳定，房价的上涨主要由货币推动，在当前价格下租金回报有所下降，但即使下降以后的租金回报跟零利率的基础利率相比，仍具有投资价值，从而形成了新的均衡价格。

姜昧军认为，在当前低利率时代大变局的时代，投资人被迫要在确定性的损失和不确定性市场剧烈波动之间选择，因此投资者的投资组合应该具有“反脆弱”的状态，主动拥抱波动，从这个流动性泛滥的过程中、从不确定性中获益。

对此，姜昧军总结了三个原则，“一是风险资产有效的分散，资本市场的投资策略要更加的丰富多元，以抵御单一来源的风险；二是对风险资产介入时机应越早越好。三是极值思维的运用，“反脆弱”不仅体现在过程中反复检视前进的方向与目标是否一致，还体现在投资前是否对极端风险有足够的认识和判断，并且已经做好了应对的准备。”",财经
李克强：想方设法做好大宗商品的保供稳价工作,"李克强5月24日在浙江宁波考察期间，与十几家制造业企业家“站谈”，仔细了解大宗商品价格上涨对下游企业带来的不利影响，研究分析对策。

一家家电企业负责人直言，原材料价格上涨，确实给生产经营带来很大压力。另一家企业负责人介绍，他们通过提高智能化生产水平，在企业内部挖潜力降成本，消化原材料上涨压力。有家生产铜阀门的企业负责人表示，今年出台的提高制造业企业研发费用加计扣除比例政策，帮助企业节约了成本，希望推出更多类似政策。

李克强说，今年以来，受主要是国际传导等多重因素影响，部分大宗商品价格持续上涨。今天我一到宁波就去了北仑港，听取大宗商品价格最新走势汇报，现在又听了你们的情况介绍。作为下游企业，你们在消化大宗商品上涨带来的不利影响方面付出了努力，也提出了一些好的建议。我们会想方设法做好大宗商品的保供稳价工作，合理引导市场预期。既要适当储备、进行调控，又要打击囤积居奇，以支持企业应对成本上升等经营困难，努力防止向居民消费价格传导，避免影响人民群众生活。

总理说，要落实好相关减税降费政策，延续实施支持小微企业两项直达货币政策工具，把上述政策用好、用足，千方百计帮助下游企业特别是中小微企业渡过难关。",财经
